id,activity_intensity_score,contribution_consistency,repo_creation_rate,recent_activity_ratio,development_velocity,multitasking_score,code_change_rate,language_specialization,language_balance,repo_language_diversity,tech_stack_breadth,avg_languages_per_repo,avg_repo_size,community_engagement_score,collaboration_ratio,fork_contribution_rate,mentorship_score,social_coding_index,network_influence,repo_active_score,showcase_score,maintenance_score,avg_stars_per_repo,max_stars_repo,avg_forks_per_repo,max_forks_repo,public_repo_ratio,project_complexity,code_review_participation,code_review_index,reputation_score,impact_factor,influence_growth_rate,viral_repo_score,leadership_score,profile_completeness,maintainer_score,team_player_score,generalist_score,work_consistency,learning_velocity,innovation_index
alexanderdavide,38,0.3810046038557997,1.2519488618646708,0.9975786924939467,5249.166666666667,1.3333333333333335,314.95,0.42857142857142855,0.6938775510204082,4.0,9,0.0,23944.3,104,0.08333333333333333,0.8333333333333334,0.1707202993451824,0.5427254714574228,7.0587581525186645,0.16666666666666666,0.16666666666666666,1.0,93.5,696.0,43.1,371.0,1.0,0.1155391978444271,0.0,0.0,4.23183250805256,149.75,2.7315247895229184,7.365079365079365,0.016015584176992642,1.0,0.47619047619047616,0.19166666665,0.7499999999375,0.3012421226659923,0.7481840193081114,0.7029341388463385
jakobkordez,374,0.3454716322179902,2.724558347847723,0.9975550122249389,4848.0,0.7272727272727273,290.88,0.7,0.4800000000000001,4.0,16,0.0,112066.3,22,0.03305785123966942,0.0967741935483871,0.0,0.26759617608954894,3.871201010907891,0.3225806451612903,1.0,1.0,0.9,3.0,0.3,2.0,1.0,0.19725031004240054,0.0,0.0,1.8667540821883892,0.4838709677419355,1.725553620303558,1.5789473684210527,0.35,1.0,0.7142857142857143,0.37927219407496665,0.9999999999166667,0.4750772056778334,0.9975550121418093,0.06896521352056176
gy-mate,544,0.4828013881743365,0.5291133123942982,0.9982238010657194,770.8333333333334,0.7272727272727273,53.779069767441854,0.4,0.72,4.0,8,0.0,188661.16666666666,413,0.5329512893982808,1.7142857142857142,0.8818555206571635,0.8081899345623907,4.219507705176107,1.4285714285714286,0.3333333333333333,1.0,2.3333333333333335,10.0,2.6666666666666665,16.0,1.0,0.2283542839981284,0.11494252873563218,0.17687961807135028,2.3317041409478327,6.571428571428571,1.5873399371828945,3.0,0.1304918241352196,1.0,0.35294117647058826,0.359885386712894,0.6666666666111111,0.375440982974096,0.665482533988356,0.08601473353321734
LarchLiu,229,0.34789411372306495,2.824272042353899,0.9977272727272727,10335.166666666666,0.7272727272727273,704.6704545454546,0.4444444444444444,0.5925925925925926,3.0,7,0.0,146532.6,109,0.036036036036036036,1.1282051282051282,0.11148442272449602,0.4739805561027907,5.32544603393629,0.2564102564102564,0.6666666666666666,1.0,17.5,105.0,3.0,20.0,1.0,0.19692578399171395,0.0,0.0,3.321218013201742,6.0256410256410255,2.6756261453879047,5.675675675675675,0.010458558023949379,1.0,0.47619047619047616,0.21081081080360362,0.5833333332847223,0.32776085768656504,0.5820075757090751,0.30410800681645955
tmkx,190,0.4869259471223501,1.339613408367996,0.9951923076923077,13956.166666666666,0.7272727272727273,837.37,0.7777777777777778,0.37037037037037024,3.0,8,0.0,61993.1,255,0.7592592592592593,1.0625,0.1786151211157328,0.700604393537238,7.775485820240915,0.625,0.16666666666666666,1.0,373.2,3212.0,26.7,239.0,1.0,0.3493868331393819,0.013513513513513514,0.018849518586434466,4.913681771807283,266.625,5.090530951798385,8.583645109567076,0.02159331660875401,1.0,0.47619047619047616,0.42777777762592595,0.6666666666111111,0.2701740228262581,0.66346153840625,0.9999999999473577
VergeDX,0,1.0,2.3548387096774195,0.0,146.5,3.0,13.734375,0.6,0.5800000000000001,4.0,9,0.0,15776.9,8,0.0,0.75,0.0,0.12657419170004122,2.4423470353692043,0.0,0.0,1.0,1.2,8.0,0.3,3.0,1.0,0.03072046774899475,0.0,0.0,1.0467436794624392,0.75,0.0,3.6363636363636362,0.0,1.0,0.47619047619047616,0.15000000000000002,0.7499999999375,0.32559912566428245,0.0,0.07963416918163271
Ahacad,262,0.3543493066092607,9.92364990689013,0.9985549132947977,4320.666666666667,0.7272727272727273,308.6190476190476,0.375,0.75,5.0,7,0.0,58922.5,130,0.056451612903225805,1.0405405405405406,0.13594040968342644,0.6297202126783638,5.572154032177765,0.13513513513513514,0.16666666666666666,1.0,1.6,15.0,0.4,4.0,1.0,0.11154094643538831,0.06666666666666667,0.05174045348152432,2.620345706894375,0.32432432432432434,16.85661080074488,5.769230769230769,0.3701156670426694,1.0,0.47619047619047616,0.5669354838596774,0.5833333332847223,0.2532143626445485,0.5824903660400912,0.0919536180274157
tutods,767,0.36563346699194277,6.7451847995835506,0.9996305873660879,788.5,0.7777777777777778,47.31,0.6,0.5800000000000001,4.0,8,0.0,33760.6,209,0.021645021645021644,0.09722222222222222,5.890161374284228,0.6497047478798388,5.27556037942542,0.1111111111111111,0.3333333333333333,1.0,1.4,5.0,0.1,1.0,1.0,0.05930853304581811,7.5,0.9999999998645942,2.314032931123653,0.2222222222222222,8.83524206142634,2.0833333333333335,0.6666666665186924,1.0,0.5555555555555556,0.14260461760028859,0.6666666666111111,0.39787423645753567,0.6664203915218568,0.08601473353321734
moudev,0,1.0,3.199415631848064,0.9956709956709957,3648.5,3.0,248.76136363636363,0.5,0.7,6.0,7,0.0,130391.3,26,0.0,0.2702702702702703,0.0,0.2532543296067681,4.590056548178043,0.0,1.0,1.0,4.4,23.0,2.1,14.0,1.0,0.0963160860482957,0.0,0.0,2.700855502381504,2.324324324324324,1.9551984416849282,4.259259259259259,0.11666666666666665,1.0,0.47619047619047616,0.1707207207207207,0.5833333332847223,0.3927883873488088,0.5808080807596802,0.15248782455629903
Mokkapps,31,0.4890346662691205,4.55526941362916,0.9991721854304636,8309.8,0.8,670.1451612903226,0.4,0.7,4.0,7,0.0,39604.7,184,0.45454545454545453,0.578125,0.03615293185419968,0.5681123186137991,7.248859627929911,0.0625,0.3333333333333333,1.0,25.7,121.0,26.6,214.0,1.0,0.1636075556086783,0.0,0.0,4.719231254097038,12.328125,31.742274167987322,4.531835205992509,0.003391572798178513,1.0,0.47619047619047616,0.2519886362727273,0.5833333332847223,0.4142617383559349,0.582850441452533,0.36853215956695096
owlnai,30,0.3948783664802693,1.6529035695258392,0.9714285714285714,13745.5,0.8571428571428572,1212.8382352941176,0.4444444444444444,0.5925925925925926,3.0,6,0.0,24181.4,53,0.10714285714285714,0.16666666666666666,0.0,0.38932888042057373,5.916202062607435,0.3333333333333333,0.6666666666666666,1.0,16.8,104.0,1.0,4.0,1.0,0.31113303718483365,0.0,0.0,3.694701802246768,20.88888888888889,8.36174746936601,5.842696629213483,0.11666666666666665,1.0,0.7142857142857143,0.18214285712142855,0.49999999995833333,0.3490461712013905,0.48571428567380953,0.2979637773580618
signed-log,9,0.41935483870967744,2.6084277969443077,0.9411764705882353,406.0,2.4,32.74193548387097,0.3333333333333333,0.7777777777777778,5.0,9,0.0,69280.7,260,9.0,1.0,0.0,0.6791633086465358,9.33189406752876,0.0,0.6666666666666666,1.0,2021.8,20207.0,77.1,770.0,1.0,0.021503717653797397,0.0,0.0,5.095827519499723,725.3333333333334,1.169295219319862,9.989618350800871,0.0,1.0,0.47619047619047616,0.6499999997,0.7499999999375,0.24036344659677691,0.7058823528823529,0.9999999999473577
SteveDesmond-ca,276,0.35662358576544706,0.837018837018837,0.9985422740524781,2247.8333333333335,0.7272727272727273,143.4787234042553,0.2,0.84,7.0,12,0.0,19568.3,960,0.0694980694980695,0.4666666666666667,0.05978705978705978,0.8623511029751834,5.605802066295998,0.6666666666666666,1.0,1.0,12.0,65.0,1.4,11.0,1.0,0.22336980864854072,0.0,0.0,3.349651661339815,9.866666666666667,5.679770679770679,5.0,0.35560873365608686,1.0,0.5555555555555556,0.4641827541688545,0.9999999999166667,0.340912801695152,0.9985422739692662,0.25182535418914637
BashCloud,34,0.4217420775194902,4.489206827309237,0.9961685823754789,913.6,1.4,57.1,0.3333333333333333,0.7654320987654322,5.0,10,0.0,123761.2,45,0.1724137931034483,0.64,0.13742469879518074,0.3548544966174457,4.356708826689592,0.02,1.0,1.0,0.8,5.0,0.2,1.0,1.0,0.060200223163224736,0.25,0.13740540100348714,1.9539455124713205,0.24,3.2065763052208838,2.7777777777777777,0.017854223266760172,1.0,0.47619047619047616,0.17972413789655173,0.8333333332638889,0.3306703752447913,0.8301404852437207,0.06502102686182319
vaakian,3,0.5384615384615384,6.707172495554238,0.9444444444444444,2589.4,1.4,239.75925925925927,0.75,0.40625,3.0,7,0.0,13044.2,152,0.0,0.8253968253968254,0.0,0.6048033808662759,5.000584958242754,0.015873015873015872,1.0,1.0,6.1,22.0,1.0,7.0,1.0,0.09214663215434432,0.0,0.0,2.90309248564763,1.2857142857142858,5.517190278601066,3.098591549295775,0.11666666666666665,1.0,0.47619047619047616,0.28174603174603174,0.5833333332847223,0.42265231732520975,0.5509259258800154,0.1795451788492669
canstand,83,0.5061777519857953,1.3059033989266546,0.9982078853046595,5744.0,0.8571428571428572,400.74418604651163,0.2857142857142857,0.7755102040816326,5.0,8,0.0,179287.375,182,0.673469387755102,1.7777777777777777,0.32647584973166366,0.7422402768628567,7.4462933413146635,0.6666666666666666,0.6666666666666666,1.0,350.875,2732.0,25.25,188.0,1.0,0.2913825151065715,0.07142857142857142,0.07992100986266926,3.8605978336880353,356.77777777777777,0.48971377459749554,7.764120781527531,0.048309987486196235,1.0,0.42105263157894735,0.40204081619183674,0.6666666666111111,0.2671873726853485,0.6654719234809836,0.8944271909528312
carlosingles,25,0.4975956264436511,0.756405425772419,0.9871794871794872,17858.166666666668,0.9166666666666667,1306.6951219512193,0.375,0.75,5.0,7,0.0,20151.7,58,0.7333333333333333,2.0,0.0,0.35543634614024483,3.5263605246161616,0.4166666666666667,0.16666666666666666,1.0,1.0,6.0,0.4,2.0,1.0,0.28678525013438316,0.0,0.0,1.7867281592627313,1.5,0.756405425772419,3.0,0.0,1.0,0.47619047619047616,0.41999999985333336,0.5833333332847223,0.34654620668197983,0.575854700806713,0.07269571801493825
ChrisTowles,348,0.3787554734790473,2.9616069661587177,0.997624703087886,5509.666666666667,0.7272727272727273,486.14705882352933,0.5,0.6599999999999999,4.0,10,0.0,26106.7,22,0.14473684210526316,1.380952380952381,0.1083514743716604,0.3024919002098018,3.7612001156935624,0.23809523809523808,0.6666666666666666,1.0,0.9,5.0,0.5,2.0,1.0,0.1577666984775113,0.043478260869565216,0.03152007593208971,1.880904038415759,0.4523809523809524,1.083514743716604,2.6315789473684212,0.014077028595838616,1.0,0.47619047619047616,0.24342105260263158,0.8333333332638889,0.3607024347934269,0.8313539191706255,0.06896521352056176
mopig,35,0.3577981651376147,5.002778292276347,0.987012987012987,1174.0,1.75,185.36842105263156,0.2857142857142857,0.8163265306122449,6.0,7,0.0,2466.1,31,0.0,1.0,0.0,0.23905460292452693,5.83627165770228,0.013333333333333334,0.6666666666666666,1.0,5.5,48.0,9.2,91.0,1.0,0.0977004691332171,0.0,0.0,3.4607163167708377,3.1866666666666665,5.949249861085386,7.384615384615385,0.11666666666666665,1.0,0.47619047619047616,0.31666666666666665,0.5833333332847223,0.2684139552525993,0.575757575709596,0.17048657072447318
KareimGazer,440,0.35826690101809544,14.033369604642727,0.9980916030534351,1675.5,0.7272727272727273,359.03571428571433,0.2,0.86,8.0,8,0.0,29046.8,13,0.07823960880195599,0.2616822429906542,0.0,0.3335611082844035,5.583496308781699,0.09345794392523364,1.0,1.0,4.3,13.0,0.5,3.0,1.0,0.16121693394950587,0.0,0.0,2.9273458319545482,0.4953271028037383,15.622052956111716,2.452830188679245,0.0,1.0,0.47619047619047616,0.07580833122306971,0.6666666666111111,0.5179856266093189,0.6653944019801739,0.15074504932548163
fr0zn,12,0.4,2.3200908059023835,0.9285714285714286,3123.3333333333335,1.3333333333333335,275.5882352941177,0.2222222222222222,0.8395061728395061,7.0,14,0.0,78693.8,11,0.0,1.2758620689655173,0.0,0.13705459106806706,4.6443908991413725,0.06896551724137931,1.0,1.0,8.1,57.0,0.7,4.0,1.0,0.14447582703904507,0.0,0.0,2.7266551423165417,3.2758620689655173,2.1543700340522136,6.263736263736264,0.0,1.0,0.47619047619047616,0.2,0.9999999999166667,0.3174063538890307,0.9285714284940476,0.2068956405616853
mikenikles,13,0.6296296296296295,1.7476502926050719,0.9285714285714286,2422.8333333333335,1.3333333333333335,145.37,0.4,0.6399999999999999,3.0,7,0.0,92010.5,606,1.8,0.17857142857142858,0.06472778861500265,0.7830829731431583,9.50397966490209,0.07142857142857142,0.5,1.0,2335.8,23090.0,93.0,893.0,1.0,0.09695240750959147,0.0,0.0,5.925612674912498,900.6428571428571,10.93899627593545,9.881033892502566,0.006072232482782455,1.0,0.625,0.4857142854142857,0.5833333332847223,0.24260124927071114,0.5416666666215278,0.9999999999473577
takuma-ru,456,0.3734342165448586,5.5664488017429194,0.9992372234935164,2978.0,0.7272727272727273,235.10526315789474,0.5,0.64,4.0,8,0.0,38868.2,95,0.12376237623762376,0.046511627906976744,0.3976034858387799,0.5981603342915858,5.090678001769792,0.23255813953488372,1.0,1.0,11.7,67.0,1.4,7.0,1.0,0.13403642305235391,0.10714285714285714,0.10740924730551657,3.0941163130451517,3.372093023255814,5.4339143064633255,5.275590551181103,0.4088350392261082,1.0,0.7692307692307693,0.3964310384279299,0.6666666666111111,0.3338746364346376,0.6661581489401643,0.24865761357170782
tkgroot,73,0.3906537180197348,1.4641340254837187,0.9871794871794872,3264.1666666666665,1.0,296.74242424242425,0.25,0.78125,5.0,9,0.0,44516.0,50,0.15625,1.6111111111111112,0.0,0.3695548923751235,3.6635616461296463,0.2222222222222222,0.0,1.0,0.8,5.0,1.2,8.0,1.0,0.12402795190011259,0.0,0.0,1.831324617894039,1.7777777777777777,0.6890042472864558,2.7777777777777777,0.0,1.0,0.47619047619047616,0.24687499996875,0.7499999999375,0.3306703752447913,0.7403846153229167,0.06502102686182319
yheuhtozr,3,0.5384615384615384,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,169,3.0,11.0,0.0,0.7365103372367376,2.1972245773362196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48283137373023005,0.0,0.739240506329114,0.0,0.0,1.0,0.0,0.6499999997,0.0,1.0,0.0,0.0
BanShan-Alec,127,0.39633382564737907,1.8762851267991776,0.9933333333333333,5551.833333333333,0.7272727272727273,555.1833333333334,0.9,0.17999999999999994,2.0,8,0.0,16801.9,26,0.19626168224299065,1.625,0.0,0.36314290402204713,1.3862943611198906,0.625,1.0,1.0,0.2,1.0,0.0,0.0,1.0,0.3326559528973482,0.0,0.0,0.5375278407684165,0.125,0.12508567511994517,0.8333333333333334,0.0,1.0,0.47619047619047616,0.25887850463364487,0.6666666666111111,0.32173116112369066,0.662222222167037,0.032510513430911596
Duanxs,9,0.41935483870967744,1.4280782508630612,0.9090909090909091,10150.833333333334,1.75,634.4270833333334,0.2222222222222222,0.8395061728395061,7.0,11,0.0,79625.2,1,0.0,0.4444444444444444,0.0,0.01706380175848554,2.302585092994046,0.05555555555555555,0.3333333333333333,1.0,0.6,2.0,0.0,0.0,1.0,0.17527078829844286,0.0,0.0,0.9996613530525611,0.3333333333333333,0.2520138089758343,1.25,0.0,1.0,0.5263157894736842,0.08888888888888889,0.9166666665902777,0.41572146579801406,0.8333333332638888,0.056309861042489265
windid,11,0.4357289651203674,0.5046082949308756,0.9970414201183432,1459.6666666666667,1.75,106.8048780487805,0.5,0.6111111111111112,3.0,9,0.0,193271.83333333334,14,0.09090909090909091,0.5714285714285714,0.0,0.168659413184102,3.044522437723423,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08473522334711432,0.0,0.0,0.7886832998955057,0.0,0.8410138248847927,0.0,0.0,1.0,0.5454545454545454,0.14155844154025973,0.7499999999375,1.0,0.7477810650264423,0.0
YazanShannak,0,1.0,1.1135593220338982,0.5,26784.0,3.0,1959.8048780487804,0.75,0.40625,3.0,5,0.0,969431.8888888889,8,0.0,0.8,0.0,0.14555451032841996,4.07753744390572,0.0,0.16666666666666666,1.0,0.5555555555555556,3.0,0.1111111111111111,1.0,1.0,0.3044180418524449,0.0,0.0,1.6758186299329667,0.7,3.3406779661016945,1.9285714285714286,0.0,1.0,0.5,0.16000000000000003,0.41666666663194446,0.3295219733077445,0.20833333331597223,0.05140363517158791
fakelbst,7,0.44000000000000006,1.4030367095906209,0.9947916666666666,3633.6666666666665,1.125,375.8965517241379,0.625,0.5625,4.0,9,0.0,31611.7,24,0.0,1.0,0.0,0.20883361949385135,4.663439094112067,0.14285714285714285,0.0,1.0,0.6,3.0,0.0,0.0,1.0,0.14871637284810937,0.0,0.0,1.7691461602910223,0.2857142857142857,3.5777436094560833,1.875,0.0,1.0,0.47619047619047616,0.2,0.7499999999375,0.38311930826757995,0.7460937499378255,0.056309861042489265
bonyuta0204,605,0.3690218479139855,7.596153846153846,0.9988610478359908,2318.5,0.7272727272727273,165.60714285714286,0.3333333333333333,0.7407407407407407,5.0,14,0.0,52164.7,55,0.12014787430683918,0.225,0.0,0.47431720437198793,3.58351893845611,0.125,0.0,1.0,0.6,3.0,0.0,0.0,1.0,0.13494122715283727,0.0,0.0,1.4337370479334588,0.075,1.5384615384615383,1.875,0.0,1.0,0.47619047619047616,0.08104436226802218,0.9999999999166667,0.38311930826757995,0.9988610477527524,0.056309861042489265
aeudes,3,0.6463701257132777,0.18766066838046272,0.8333333333333334,97457.75,1.8,9745.775,0.3333333333333333,0.6666666666666667,3.0,8,0.0,175410.0,58,3.0,2.25,0.0,0.32836662171790126,6.283200889887803,0.0,0.0,1.0,214.66666666666666,637.0,46.333333333333336,136.0,1.0,0.49999999998491207,0.0,0.0,3.2586872661610258,230.5,0.12510711225364182,2.9536321483771255,0.0,1.0,0.23076923076923078,0.6499999997,0.6666666666111111,0.3698376865902732,0.5555555555092593,0.5477225574763327
YinDongFang,92,0.4102140697205241,1.1035525321239605,0.9903846153846154,11042.166666666666,0.8125,1325.06,0.5,0.64,4.0,6,0.0,368355.9,74,0.24,0.38461538461538464,0.0,0.45600580083111136,3.828641396489095,0.5384615384615384,0.16666666666666666,1.0,0.6,2.0,0.0,0.0,1.0,0.3651477353160282,0.0,0.0,1.5110857807240887,0.46153846153846156,1.9312169312169312,1.25,0.11666666666666665,1.0,0.625,0.2655897435417436,0.49999999995833333,0.4618205637009144,0.49519230765104166,0.056309861042489265
dpisati,22,0.3714285714285714,8.914518317503394,0.9917355371900827,5722.833333333333,1.125,440.21794871794873,0.625,0.5625,4.0,6,0.0,21579.0,2,0.0,0.0958904109589041,0.0,0.04680302040205698,3.6888794541139363,0.0410958904109589,1.0,1.0,0.6,2.0,0.0,0.0,1.0,0.11820576092774712,0.0,0.0,1.4671047384665261,0.0821917808219178,2.2286295793758484,1.25,0.0,1.0,0.5555555555555556,0.019178082191780823,0.49999999995833333,0.41572146579801406,0.495867768553719,0.056309861042489265
mm0x1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.0,3.0,0.0,0.03681774398662653,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0
michael-azogu,79,0.3640773066220818,2.1597633136094676,0.9895833333333334,1460.8333333333333,0.7272727272727273,141.37096774193552,0.5,0.58,3.0,9,0.0,11384.0,55,0.06666666666666667,0.42857142857142855,0.24920345926263088,0.49848648887070957,4.722953221644475,0.7142857142857143,0.6666666666666666,1.0,0.3,1.0,0.0,0.0,1.0,0.23645815580147794,0.0,0.0,1.6234938155565122,0.21428571428571427,9.137460172963133,0.7692307692307692,0.02337823325244215,1.0,0.5882352941176471,0.10571428570095238,0.7499999999375,0.38311930866147814,0.742187499938151,0.03981708459081636
hangboss1761,210,0.33753943217665616,0.8641609943770345,0.9958333333333333,164214.66666666666,1.3333333333333335,14489.529411764706,0.5714285714285714,0.48979591836734704,2.0,5,0.0,23060.375,26,0.0,0.1111111111111111,0.0,0.2828888671833764,3.449987545831587,0.2222222222222222,0.0,1.0,1.5,10.0,0.375,1.0,1.0,0.5444444444293565,0.0,0.0,1.7661122613019504,2.0,1.0802012429712933,4.0,0.0,1.0,0.8,0.022222222222222223,0.41666666663194446,0.29969441208519804,0.414930555520978,0.07963416918163271
htharoldht,25,0.379725899322832,0.8708619147032508,0.9979757085020243,2640.5,1.125,203.1153846153846,0.7142857142857143,0.44897959183673464,3.0,8,0.0,54832.125,34,0.04,2.4444444444444446,0.0,0.3298690636935752,5.2832037287379885,0.3333333333333333,0.0,1.0,18.75,70.0,4.75,21.0,1.0,0.15250994508921595,0.0,0.0,3.286848548710351,25.11111111111111,3.4834476588130032,3.5443037974683542,0.0,1.0,0.42105263157894735,0.211999999992,0.6666666666111111,0.3776816651379883,0.6653171389459064,0.28154930521244637
hugohabicht01,14,0.6540245044927355,2.1296596434359807,0.9772727272727273,6508.666666666667,1.125,673.3103448275863,0.6,0.54,3.0,7,0.0,41679.6,70,1.3333333333333333,0.47368421052631576,0.11831442463533226,0.48186236095567236,3.7954891891721947,0.15789473684210525,1.0,1.0,0.1,1.0,0.2,1.0,1.0,0.20728422887339498,0.14285714285714285,0.08744903094166472,1.3410233432186325,0.2631578947368421,2.366288492706645,0.9090909090909091,0.017507476826439997,1.0,0.5,0.49473684183859645,0.5833333332847223,0.2402530751773575,0.5700757575282513,0.022988404506853924
huiliangShen,21,0.5070620062541898,2.8007425742574257,0.9722222222222222,22830.666666666668,0.8571428571428572,1902.5555555555554,0.3333333333333333,0.7654320987654322,5.0,12,0.0,131906.7,44,0.8333333333333334,1.8125,0.0,0.3578062552665947,2.995732273553991,0.1875,0.6666666666666666,1.0,0.2,1.0,0.0,0.0,1.0,0.3252009406319736,0.0,0.0,1.0203592144986466,0.0625,0.8131188118811882,0.8333333333333334,0.2333333333333333,1.0,0.47619047619047616,0.6833333331666667,0.9999999999166667,0.32173116112369066,0.9722222221412037,0.032510513430911596
imanmalekian31,25,0.5418322638401329,2.330407023144453,0.9980237154150198,15962.0,1.0,1167.9512195121952,0.4,0.6399999999999999,3.0,6,0.0,28313.1,62,1.8888888888888888,0.9411764705882353,0.0,0.5123654845370422,5.327876168789581,0.23529411764705882,1.0,1.0,13.4,108.0,2.0,17.0,1.0,0.44433369590998867,0.0,0.0,3.282686876645955,10.235294117647058,7.86512370311253,7.5,0.11666666666666665,1.0,0.47619047619047616,0.7549019604843137,0.49999999995833333,0.2841315502067912,0.49901185766592554,0.26611002122670874
iiio2,567,0.46490602947668214,0.7829817661780479,0.9993710691823899,6822.0,0.7272727272727273,487.2857142857143,0.3333333333333333,0.7222222222222222,4.0,8,0.0,151529.5,142,0.7423312883435583,6.857142857142857,0.0,0.7540512692596545,2.3978952727983707,1.4285714285714286,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.3155928437673956,0.0,0.0,0.5375278407684164,0.0,0.6524848051483733,0.0,0.11666666666666665,1.0,0.35294117647058826,0.5393660530212678,0.6666666666111111,1.0,0.6662473793994059,0.0
cnguyen-de,212,0.3417652190856683,3.150625809236081,0.9990627928772259,3395.0,0.9166666666666667,299.55882352941177,0.4444444444444444,0.5925925925925926,3.0,6,0.0,58493.2,36,0.014285714285714285,0.36585365853658536,0.039382822615451014,0.29080352214556376,2.1972245773362196,0.12195121951219512,1.0,1.0,0.4,3.0,0.0,0.0,1.0,0.13609284304738056,0.0,0.0,0.8987196820661972,0.0975609756097561,0.23629693569270607,2.142857142857143,0.0036945747702212197,1.0,0.47619047619047616,0.0774564459901742,0.49999999995833333,0.2928060952138643,0.4995313963969853,0.04597680901370785
zyyv,1012,0.4653016870868154,4.746582194064688,0.9991235758106923,5515.666666666667,0.7272727272727273,330.94,0.75,0.40625,3.0,6,0.0,125577.9,1287,0.26608187134502925,2.725,17.890963654551516,0.9999999997884534,8.841809711661082,0.25,1.0,1.0,1075.9,10385.0,57.8,545.0,1.0,0.1898802781512467,0.9735099337748344,0.9867549667520115,5.802471093618293,297.875,40.77192397465822,9.643420930448508,0.8999999998520258,1.0,0.47619047619047616,0.6298245613502924,0.49999999995833333,0.24749578544134893,0.499561787863716,0.9999999999473577
kaytwo,166,0.44119183174738563,5.398468766312859,0.9945945945945946,2440.8333333333335,0.7272727272727273,174.34523809523807,0.6,0.58,4.0,8,0.0,51826.1,162,0.3442622950819672,0.5348837209302325,0.3493126848790673,0.5363737548416659,5.07829394257007,0.11627906976744186,0.3333333333333333,1.0,1.3,3.0,1.4,7.0,1.0,0.07373896936858466,0.17647058823529413,0.11403472909131653,2.594735024922309,0.47674418604651164,4.191752218548808,1.3043478260869565,0.043089437176740526,1.0,0.47619047619047616,0.2102554326417842,0.6666666666111111,0.4928922083229721,0.6630630630078078,0.08288587119056928
cheesi,120,0.35082028066191734,0.9184315370098552,0.9991645781119465,3144.6666666666665,0.7777777777777778,230.09756097560975,0.8888888888888888,0.19753086419753085,2.0,3,0.0,28165.2,88,0.03418803418803419,0.8461538461538461,0.0,0.43692250887425377,2.70805020110221,0.6153846153846154,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1911382919077939,0.0,0.0,0.6238324625039507,0.0,0.5357517299224156,0.0,0.11666666666666665,1.0,0.47619047619047616,0.29615384614700857,0.24999999997916666,1.0,0.2497911445071707,0.0
enolive,4,0.6339745962155614,5.490196078431373,0.9285714285714286,10140.333333333334,1.75,845.0277777777778,0.6,0.6,5.0,11,0.0,80972.7,67,0.6666666666666666,0.2807017543859649,0.0,0.43089540396733506,5.1089711948171175,0.017543859649122806,0.0,1.0,2.5,10.0,0.4,3.0,1.0,0.20980978857569133,0.0,0.0,2.5905360718545154,0.5789473684210527,7.1568627450980395,2.857142857142857,0.11666666666666665,1.0,0.47619047619047616,0.3728070174105263,0.9166666665902777,0.4208781673027417,0.8511904761195437,0.1149420225342696
CodyBontecou,833,0.34769602684224715,11.573407940314414,0.9992947813822285,11050.833333333334,0.7272727272727273,1004.6212121212121,0.5555555555555556,0.5679012345679012,3.0,5,0.0,36443.9,289,0.041353383458646614,0.4166666666666667,0.43764988009592326,0.7244707212998049,5.7899601708972535,0.08333333333333333,1.0,1.0,9.4,83.0,2.2,20.0,1.0,0.23175715548463333,0.23076923076923078,0.15489150395207565,3.4393463803475033,1.15,11.962430055955235,7.980769230769231,0.056859492801576754,1.0,0.47619047619047616,0.09573934836265666,0.41666666663194446,0.266303354288901,0.41637282554123084,0.22288085096402904
Plumtree3D,0,1.0,2.9881293491608676,0.0,12907.666666666666,3.0,944.4634146341464,0.2222222222222222,0.8148148148148149,6.0,10,0.0,59785.9,3,0.0,0.14285714285714285,0.0,0.07834306083489893,3.044522437723423,0.0,0.3333333333333333,1.0,0.4,3.0,0.0,0.0,1.0,0.1866046231821471,0.0,0.0,1.1736069016284438,0.19047619047619047,1.3446582071223905,2.142857142857143,0.0,1.0,0.7142857142857143,0.02857142857142857,0.8333333332638889,0.2928060952138643,0.0,0.04597680901370785
damienfern,74,0.4172590521013592,1.9961717254580258,0.9879518072289156,7541.5,0.8125,904.98,0.4444444444444444,0.6666666666666667,4.0,6,0.0,56717.9,32,0.2,0.7619047619047619,0.29942575881870387,0.33151451945184224,3.5553480614894135,0.3333333333333333,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.30287051182217506,0.2727272727272727,0.1769076212675681,0.8671115273688493,0.0,1.6967459666393219,0.0,0.044307273182581944,1.0,0.47619047619047616,0.2123809523409524,0.49999999995833333,1.0,0.49397590357329313,0.0
